,raw_ingr,raw_words,processed,len_proc,replaced,count,id,name_normalizado,name,Nitrogen,Protein,Total lipid (fat),"Carbohydrate, by difference",Ash,Energy,Starch,Sucrose,Glucose (dextrose),Fructose,Lactose,Maltose,"Alcohol, ethyl",Specific Gravity,Acetic acid,Citric acid,Lactic acid,Malic acid,"Carbohydrate, by summation",Water,Sorbitol,Caffeine,Theobromine,"Sugars, Total NLEA","Carbohydrate, other",Galactose,Xylitol,"Fiber, total dietary",Ribose,"Fiber, soluble","Fiber, insoluble",Total fat (NLEA),Total sugar alcohols,"Calcium, Ca","Chlorine, Cl","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Sulfur, S","Zinc, Zn","Chromium, Cr","Cobalt, Co","Copper, Cu","Fluoride, F","Iodine, I","Manganese, Mn","Molybdenum, Mo","Selenium, Se","Vitamin A, IU",Retinol,"Vitamin A, RAE","Carotene, beta","Carotene, alpha",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin D2 (ergocalciferol),Vitamin D3 (cholecalciferol),25-hydroxycholecalciferol,Vitamin D (D2 + D3),Phytoene,Phytofluene,Zeaxanthin,"Cryptoxanthin, beta",Lutein,Lycopene,Lutein + zeaxanthin,Vitamin E (label entry primarily),"Tocopherol, beta","Tocopherol, gamma","Tocopherol, delta","Tocotrienol, alpha","Tocotrienol, beta","Tocotrienol, gamma","Tocotrienol, delta","Boron, B","Nickel, Ni",Vitamin E,cis-beta-Carotene,cis-Lycopene,cis-Lutein/Zeaxanthin,"Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,Biotin,"Folate, total",Vitamin B-12,"Choline, total",Inositol,Vitamin K (Menaquinone-4),Vitamin K (Dihydrophylloquinone),Vitamin K (phylloquinone),Folic acid,"Folate, food",5-methyl tetrahydrofolate (5-MTHF),"Folate, DFE",10-Formyl folic acid (10HCOFA),5-Formyltetrahydrofolic acid (5-HCOH4,"Choline, free","Choline, from phosphocholine","Choline, from phosphotidyl choline","Choline, from glycerophosphocholine",Betaine,"Choline, from sphingomyelin",Tryptophan,Threonine,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Valine,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,Hydroxyproline,Cysteine,Glutamine,Taurine,"Sugars, added","Vitamin E, added","Vitamin B-12, added",Cholesterol,"Fatty acids, total trans","Fatty acids, total saturated",4:0,6:0,8:0,10:0,12:0,14:0,16:0,18:0,20:0,18:1,18:2,18:3,20:4,22:6 n-3 (DHA),22:0,14:1,16:1,18:4,20:1,20:5 n-3 (EPA),22:1,22:5 n-3 (DPA),14:1 t,Phytosterols,Stigmasterol,Campesterol,Brassicasterol,Beta-sitosterol,Campestanol,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated",Beta-sitostanol,Delta-5-avenasterol,"Phytosterols, other",15:0,17:0,24:0,16:1 t,18:1 t,22:1 t,18:2 t not further defined,18:2 i,"18:2 t,t",18:2 CLAs,24:1 c,"20:2 n-6 c,c",16:1 c,18:1 c,"18:2 n-6 c,c",22:1 c,"18:3 n-6 c,c,c",17:1,20:3,"Fatty acids, total trans-monoenoic","Fatty acids, total trans-dienoic","Fatty acids, total trans-polyenoic",13:0,15:1,22:2,11:0,Epigallocatechin-3-gallate,Inulin,"18:3 n-3 c,c,c (ALA)",20:3 n-3,20:3 n-6,20:4 n-6,18:3i,21:5,22:4,18:1-11 t (18:1t n-7),20:3 n-9,"Sugars, total including NLEA",5:0,7:0,9:0,21:0,23:0,12:1,14:1 c,17:1 c,20:1 c,20:1 t,22:1 n-9,22:1 n-11,18:2 c,18:3 c,18:3 t,20:3 c,22:3,20:4 c,20:5 c,22:5 c,22:6 c,20:2 c,trans-beta-Carotene,trans-Lycopene,"Cryptoxanthin, alpha",Total dietary fiber (AOAC 2011.25),id_join
9114,vegetable oil,2,vegetable oil,13,vegetable oil,11581,7557,vegetable oil,vegetable oil (100% soybean oil),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616,0.0682,0.0,0.168,0.00263,0.0,0.0,0.00622,0.0127,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vegetable oil
9132,olives,1,olife,5,olife,421,5002,olives,"olives, green, stuffed with pimentos - nfy1213qh",0.18,1.15,14.8,4.96,4.29,543.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,76.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,11.8,0.0,0.121,0.0,0.00031,0.0124,0.007,0.043,1.62,0.0,8.999999999999999e-05,0.0,0.0,0.000107,0.0,0.0,4.7e-05,0.0,0.0,0.0,0.0,2.5e-05,0.000315,4e-06,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2e-05,0.0,0.0,0.00042,0.0,6e-05,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,0.000103,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,2.02e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0007,0.0,0.0003,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.012,0.0,0.0,0.003,0.0,0.004,2.11,0.393,0.065,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86,0.6609999999999999,0.0,0.0,0.0,0.003,0.023,0.012,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,10.0,0.635,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.036,0.0,0.0,0.0,0.557,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,olives
9152,canola oil,2,canola oil,10,canola oil,3602,1043,canola oil,canola oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0448,0.0016799999999999,0.0,0.00875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.049,3.92,1.68,0.54,0.0,0.0,0.0,0.0,0.0,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00277,0.269,0.0812,0.376,0.0,63.5,26.1,0.0,0.03,0.0162,0.019,0.042,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,60.6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,canola oil
9248,corn oil,2,corn oil,8,corn oil,346,1819,corn oil,corn oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00127,0.0728,0.0031,0.0016799999999999,0.00504,0.00181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.041,11.3,1.66,0.36,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.181,0.00207,0.594,0.0165,28.6,53.6,0.0368,0.0318,0.0207,0.009,0.062,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,28.0,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corn oil
9323,grapefruit juice,2,grapefruit juice,16,grapefruit juice,134,3368,grapefruit juice,"grapefruit juice, white, shelf stable, store brand - ky, in",0.1,0.55,0.87,7.59,0.35,157.0,0.0,1.61,3.52,3.66,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,7.72,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.016,0.0,7.000000000000001e-05,0.0096,0.017,0.141,0.001,0.0,4e-05,0.0,0.0,3.2e-05,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0621,7.000000000000001e-05,2e-05,0.000253,0.00028,0.0,0.0,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grapefruit juice
9799,whole nutmegs,2,whole nutmeg,12,whole nutmeg,18,7858,whole eggs,"whole eggs, dried",8.19,0.0,42.5,0.0,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251,0.0,0.00767,0.0542999999999999,0.838,0.519,0.699,0.0,0.00547,0.0,0.0,0.0,0.0,8.09e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1e-06,8.000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whole nutmegs
9913,soybean oil,2,soybean oil,11,soybean oil,9,6704,soybean oil,soybean oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.078,0.0235,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.077,10.4,3.86,0.31,0.0,0.0,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,58.1,0.0,0.0,0.0,0.014,0.087,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0819999999999999,21.7,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.6940000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,soybean oil
10433,pork,1,pork,4,pork,370,5561,pork,"pork, cured, bacon, cooked, restaurant",6.54,40.9,36.5,2.1,6.33,2090.0,0.0,3.09,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,0.0,0.013,0.0,0.00128,0.0365,0.415,0.557,1.83,0.0,0.00356,0.0,0.0,0.00013,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,12.6,0.002,0.001,0.006,0.033,0.03,0.476,7.94,3.9,0.072,0.0,0.0,0.0,0.16,0.006,0.014,0.0,0.0,0.0,0.0,0.003,0.0,0.024,0.001,0.0,0.0,0.0,0.0,0.0,0.0,15.8,6.0,0.0,0.0,0.0,0.018,0.096,0.002,0.0069999999999999,0.118,0.0,0.024,0.0,0.0,0.042,0.001,0.214,0.8390000000000001,14.6,5.23,0.009,0.012,0.094,0.0,0.126,0.024,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.227,0.032,0.042,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.009,0.094,0.285,0.0,0.005,0.003,5.27,0.239,0.0,0.074,0.001,0.16,0.003,0.024,0.006,0.214,0.0,0.0,0.0,0.0,pork
10573,onions,1,onion,5,onion,42631,5010,onions,"onions, yellow, raw",0.0,1.15,0.2,9.93,0.49,186.0,0.0,2.04,2.66,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.6,0.0,0.0,0.0,5.82,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0007,0.0146,0.048,0.234,0.004,0.0,0.00033,0.0,0.0,8.1e-05,0.0,0.0,0.00027,0.0,2.7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,onions
10664,onion rings,2,onion ring,10,onion ring,22,5025,onion rings,"vitamin c, onion rings, frozen, ore-ida (ca1,ct) - nfy120694",0.91,4.52,15.8,36.3,1.89,1210.0,27.2,2.4,1.6,1.4,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,34.0,50.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,2.8,0.0,0.0,0.0,12.6,0.0,0.053,0.0,0.00153,0.029,0.098,0.172,0.552,0.0,0.00102,0.0,0.0,0.000122,0.0,0.0,0.00065,0.0,6.5e-06,0.0,0.0,0.0,0.0,0.0,0.00073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00631,0.00793,0.00299,0.0,0.00032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.00025,0.00014,0.00182,0.0004,0.00015,0.0,4.1e-05,0.0,0.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0005,0.0033,0.002,0.0364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,2.15,0.0,0.0,0.019,0.015,0.006,0.013,1.66,0.649,0.049,0.0,0.0,0.0,0.006,0.0,0.045,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,7.58,0.0,0.0,0.0,0.005,0.016,0.016,0.0,0.02,0.003,0.043,0.0,0.0,0.006,0.0,0.005,0.015,3.26,7.82,0.0,0.054,0.008,0.0,0.01,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069999999999999,0.041,0.0,0.0,0.0,6.66,0.906,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,onion rings
10872,gelatin,1,gelatin,7,gelatin,186,3232,latino,"restaurant, latino, tamale, pork",1.18,7.38,9.04,31.5,1.82,959.0,23.6,0.76,0.0,0.22,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,30.7,66.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,5.8,0.0,0.0,0.0,8.08,0.0,0.075,0.0,0.00146,0.0536,0.144,0.305,0.473,0.0,0.0012,0.0,0.0,0.0001409999999999,0.0,0.0,0.0003439999999999,0.0,9.8e-06,0.0,1e-06,1.2e-05,0.000113,0.0,0.00053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8e-05,0.0,8.5e-05,0.00011,0.0,4e-05,0.00413,0.00066,0.00011,2e-05,0.00027,7.000000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7e-05,5e-05,0.00129,0.000365,0.0001719999999999,0.0,0.0,1.2e-07,0.0396,0.0,2.8e-06,0.0,7.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0219,0.0136999999999999,0.0004,0.0014,0.0008,0.0023,0.06,0.25,0.245,0.5429999999999999,0.44,0.165,0.08,0.3,0.17,0.28,0.355,0.175,0.35,0.563,1.03,0.275,0.31,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.058,2.69,0.004,0.002,0.003,0.009,0.009,0.098,1.69,0.8170000000000001,0.023,0.0,0.0,0.0,0.034,0.002,0.012,0.0,0.0,0.0,0.056,0.003,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.88,0.0,0.0,0.0,0.005,0.025,0.008,0.003,0.039,0.001,0.019,0.0,0.0,0.012,0.001,0.038,0.148,2.97,2.49,0.002,0.003,0.022,0.0,0.042,0.019,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.329,0.005,0.008,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.022,0.056,0.0,0.0,0.0,2.5,0.33,0.0,0.014,0.0,0.034,0.003,0.005,0.002,0.038,0.0,0.0,0.0,0.0,gelatin
