,raw_ingr,raw_words,processed,len_proc,replaced,count,id,name_normalizado,name,Nitrogen,Protein,Total lipid (fat),"Carbohydrate, by difference",Ash,Energy,Starch,Sucrose,Glucose (dextrose),Fructose,Lactose,Maltose,"Alcohol, ethyl",Specific Gravity,Acetic acid,Citric acid,Lactic acid,Malic acid,"Carbohydrate, by summation",Water,Sorbitol,Caffeine,Theobromine,"Sugars, Total NLEA","Carbohydrate, other",Galactose,Xylitol,"Fiber, total dietary",Ribose,"Fiber, soluble","Fiber, insoluble",Total fat (NLEA),Total sugar alcohols,"Calcium, Ca","Chlorine, Cl","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Sulfur, S","Zinc, Zn","Chromium, Cr","Cobalt, Co","Copper, Cu","Fluoride, F","Iodine, I","Manganese, Mn","Molybdenum, Mo","Selenium, Se","Vitamin A, IU",Retinol,"Vitamin A, RAE","Carotene, beta","Carotene, alpha",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin D2 (ergocalciferol),Vitamin D3 (cholecalciferol),25-hydroxycholecalciferol,Vitamin D (D2 + D3),Phytoene,Phytofluene,Zeaxanthin,"Cryptoxanthin, beta",Lutein,Lycopene,Lutein + zeaxanthin,Vitamin E (label entry primarily),"Tocopherol, beta","Tocopherol, gamma","Tocopherol, delta","Tocotrienol, alpha","Tocotrienol, beta","Tocotrienol, gamma","Tocotrienol, delta","Boron, B","Nickel, Ni",Vitamin E,cis-beta-Carotene,cis-Lycopene,cis-Lutein/Zeaxanthin,"Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,Biotin,"Folate, total",Vitamin B-12,"Choline, total",Inositol,Vitamin K (Menaquinone-4),Vitamin K (Dihydrophylloquinone),Vitamin K (phylloquinone),Folic acid,"Folate, food",5-methyl tetrahydrofolate (5-MTHF),"Folate, DFE",10-Formyl folic acid (10HCOFA),5-Formyltetrahydrofolic acid (5-HCOH4,"Choline, free","Choline, from phosphocholine","Choline, from phosphotidyl choline","Choline, from glycerophosphocholine",Betaine,"Choline, from sphingomyelin",Tryptophan,Threonine,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Valine,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,Hydroxyproline,Cysteine,Glutamine,Taurine,"Sugars, added","Vitamin E, added","Vitamin B-12, added",Cholesterol,"Fatty acids, total trans","Fatty acids, total saturated",4:0,6:0,8:0,10:0,12:0,14:0,16:0,18:0,20:0,18:1,18:2,18:3,20:4,22:6 n-3 (DHA),22:0,14:1,16:1,18:4,20:1,20:5 n-3 (EPA),22:1,22:5 n-3 (DPA),14:1 t,Phytosterols,Stigmasterol,Campesterol,Brassicasterol,Beta-sitosterol,Campestanol,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated",Beta-sitostanol,Delta-5-avenasterol,"Phytosterols, other",15:0,17:0,24:0,16:1 t,18:1 t,22:1 t,18:2 t not further defined,18:2 i,"18:2 t,t",18:2 CLAs,24:1 c,"20:2 n-6 c,c",16:1 c,18:1 c,"18:2 n-6 c,c",22:1 c,"18:3 n-6 c,c,c",17:1,20:3,"Fatty acids, total trans-monoenoic","Fatty acids, total trans-dienoic","Fatty acids, total trans-polyenoic",13:0,15:1,22:2,11:0,Epigallocatechin-3-gallate,Inulin,"18:3 n-3 c,c,c (ALA)",20:3 n-3,20:3 n-6,20:4 n-6,18:3i,21:5,22:4,18:1-11 t (18:1t n-7),20:3 n-9,"Sugars, total including NLEA",5:0,7:0,9:0,21:0,23:0,12:1,14:1 c,17:1 c,20:1 c,20:1 t,22:1 n-9,22:1 n-11,18:2 c,18:3 c,18:3 t,20:3 c,22:3,20:4 c,20:5 c,22:5 c,22:6 c,20:2 c,trans-beta-Carotene,trans-Lycopene,"Cryptoxanthin, alpha",Total dietary fiber (AOAC 2011.25),id_join
3685,ketchup,1,ketchup,7,ketchup,3417,4053,ketchup,"ketchup, restaurant",0.26,1.11,1.54,26.8,3.41,488.0,0.0,0.0,12.6,10.9,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9,0.0,0.0,0.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0007,0.0174,0.031,0.364,1.03,0.0,0.0002399999999999,0.0,0.0,0.000154,0.0,0.0,0.000123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ketchup
3837,pears,1,pear,4,pear,695,5280,pears,"pears, raw, bartlett (includes foods for usda's food distribution program)",0.09,0.38,0.3,15.1,0.6,238.0,0.0,3.68,4.58,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1,0.0,0.0,0.0,9.69,0.0,0.0,0.0,3.7,0.0,0.3,3.7,0.0,0.0,0.012,0.0,0.00028,0.0072,0.014,0.135,0.014,0.0,0.0001199999999999,0.0,0.0,0.0001049999999999,0.0,0.0,5.3e-05,0.0,7e-07,0.0,0.0,1e-06,8e-06,0.0,0.00013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0.0,4.8e-05,0.0,0.0,4e-05,0.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,1.7e-05,3.8e-05,0.0001799999999999,8e-05,3.4e-05,0.0,1.4e-05,0.0,0.0,0.0,0.0,0.0,7.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.014,0.014,0.024,0.022,0.0069999999999999,0.002,0.015,0.002,0.021,0.014,0.002,0.018,0.143,0.039,0.016,0.035,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pears
3933,ricotta cheese,2,ricotta cheese,14,ricotta cheese,1284,6085,ricotta cheese,"ricotta cheese, whole milk - nfy1216w7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000127,0.0,0.0,0.0,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2000000000000003e-06,0.0,6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ricotta cheese
3956,black mission figs,3,black mission fig,17,black mission fig,3,585,mission figs,"mission figs, dried, region 4, n/a, no, vitamin k  - nfy0",0.46,0.0,0.7,0.0,1.83,0.0,5.07,0.07,25.9,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,9.2,0.0,0.0,0.167,0.0,0.0021,0.0653,0.07,0.773,0.011,0.0,0.0005,0.0,0.0,0.00032,0.0,0.0,0.00052,0.0,9.000000000000001e-07,0.0,0.0,0.0,6e-06,0.0,0.00046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,1e-05,0.00064,1e-05,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,8e-05,0.000106,0.000669,0.00049,0.000176,0.0,1.1e-05,0.0,0.0,0.0,0.0,0.0,1.38e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.078,0.077,0.114,0.076,0.027,0.032,0.066,0.035,0.106,0.071,0.033,0.122,0.594,0.273,0.097,0.609,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,black mission figs
4180,hot dogs,2,hot dog,7,hot dog,311,3780,hot dogs,"hot dogs, beef - nfy1211hs",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06,0.0,0.0,0.0,0.00077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.014,0.02,0.021,0.911,6.76,4.01,0.034,0.0,0.0,0.0,0.035,0.0,0.01,0.0,0.0,0.005,0.0,0.005,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.407,0.004,0.098,1.93,0.0,0.157,0.0,0.0,0.199,0.011,0.01,1.17,11.7,0.723,0.0,0.008,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.114,0.004,0.025,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.0,0.147,0.0,0.149,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hot dogs
4181,hot dogs,2,hot dog,7,hot dog,311,3780,hot dogs beef,hot dogs beef,1.98,0.0,31.3,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.00146,0.0169,0.172,0.489,1.04,0.0,0.0025499999999999,0.0,0.0,7.099999999999999e-05,0.0,0.0,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2e-05,0.0002099999999999,0.00252,0.00038,0.000153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hot dogs
4196,strawberries,1,strawberry,10,strawberry,1835,6846,strawberries,"strawberries, raw, pass 2, region 4, n/a, potassium, sodium, selenium - nfy010h3g",0.12,0.64,0.32,7.63,0.49,132.0,0.24,0.14,2.95,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,92.2,0.0,0.0,0.0,5.34,0.0,0.0,0.0,2.1,0.0,1.6,1.0,0.17,0.0,0.018,0.0,0.00046,0.0134,0.027,0.14,0.024,0.0,0.00031,0.0,0.0,0.000156,0.0,0.0,0.000467,0.0,5e-07,0.0,0.0,1e-06,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574,4.4e-05,2.5e-05,0.000494,0.000146,3.7000000000000005e-05,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,2.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,strawberries
4271,bread,1,bread,5,bread,1633,715,bread,"bread, whole-wheat, commercially prepared",1.97,12.3,3.59,49.2,2.36,1130.0,37.2,0.03,1.44,2.28,0.06,1.56,0.0,0.0,0.0,0.0,0.0,0.0,44.8,38.7,0.0,0.0,0.0,5.34,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.45,0.0,0.211,0.0,0.0033599999999999,0.0765999999999999,0.212,0.25,0.477,0.0,0.00176,0.0,0.0,0.000226,0.0,0.0,0.00218,0.0,2.58e-05,0.0,0.0,0.0,0.0,0.0,0.00282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002399999999999,0.0009,0.00029,0.00041,0.00127,0.00037,0.0001799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000507,0.0002399999999999,0.0047599999999999,0.00065,0.000216,0.0,4.2e-05,0.0,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163,0.0004,0.0029,0.0076,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.821,0.004,0.001,0.006,0.008,0.013,0.014,0.493,0.252,0.01,0.0,0.0,0.0,0.004,0.0,0.01,0.0,0.0,0.0,0.017,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7170000000000001,1.87,0.0,0.0,0.0,0.004,0.005,0.004,0.001,0.027,0.0,0.0069999999999999,0.0,0.0,0.002,0.0,0.002,0.021,0.682,1.67,0.0,0.002,0.002,0.0,0.028,0.0069999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.017,0.0,0.0,0.0,1.67,0.2,0.0,0.0,0.0,0.004,0.002,0.0,0.0,0.002,0.0,0.0,0.0,0.0,bread
4756,flour,1,flmy,4,flmy,23078,2683,flour,"flour, whole wheat, unenriched",2.67,15.1,3.7,80.8,2.01,1550.0,0.0,0.92,0.26,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,1.04,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.01,0.151,0.47,0.528,0.012,0.0,0.00534,0.0,0.0,0.000652,0.0,0.0,0.00417,0.000111,8.06e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019199999999999,0.000889,0.014,0.0,0.0002819999999999,0.0,0.000348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flour
5161,american cheese,2,american cheese,15,american cheese,665,112,american cheese,"vitamin k, american cheese, pasteurized process, land-o-lakes - nfy090j13",3.37,0.0,32.8,0.0,7.46,0.0,0.0,0.0,0.22,0.0,6.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.00354,0.0293,0.767,0.248,1.89,0.0,0.00326,0.0,0.0,0.0015,0.0,9.78e-05,7.000000000000001e-05,0.0,2.31e-05,0.0,0.000331,0.0,7.8e-05,0.0,0.0008,301.0,0.0,7.5e-06,0.0,0.0,0.0,0.0,0.0,1.1e-05,0.0,0.0,2.8e-05,0.0,0.0,0.00014,4e-05,2e-05,2e-05,0.00011,8.999999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-05,0.00032,0.0001199999999999,0.00043,5.9e-05,0.0,0.0,1.6e-06,0.0192,0.0,1.5199999999999998e-05,0.0,3.9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0007,0.0059,0.0045,0.0027,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,1.12,18.8,0.69,0.5529999999999999,0.371,0.825,0.97,3.05,8.98,3.42,0.063,0.0,0.0,0.0,0.048,0.009,0.022,0.0,0.0,0.008,0.236,0.014,0.0,0.023,0.059,0.0,0.0,0.0,0.0,0.0,0.0,7.08,1.53,0.0,0.0,0.0,0.34,0.192,0.01,0.108,0.887,0.002,0.238,0.0,0.0,0.168,0.003,0.009,0.4270000000000001,6.53,1.21,0.003,0.016,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.019,0.0,0.0,0.183,0.003,0.039,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.024,0.272,0.0,0.056,0.0,0.002,0.002,0.0,0.0,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,american cheese
5610,chicken,1,chicken,7,chicken,2036,1240,chicken,"vitamin e, chicken, skin, roasted, from drumsticks and thighs, non-enhanced (national) - 14b-02-01-vite",5.13,32.1,47.9,0.0,1.26,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.23,0.0,0.015,0.0,0.00145,0.032,0.241,0.343,0.217,0.0,0.00278,0.0,0.0,7.2e-05,0.0,0.0,2.2e-05,0.0,3.58e-05,0.0,5.9e-05,7e-06,0.0,0.0,0.00033,13.0,0.0,3e-07,0.0,1.0000000000000001e-07,0.0,0.0,0.0,1e-06,0.0,0.0,0.00011,0.0,0.0,0.00013,1e-05,5e-05,3e-05,0.00013,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011,0.0002,0.00945,0.00158,0.000921,0.0,0.0,1.1e-06,0.0567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074,0.0067,0.0373,0.001,0.0105,0.0081999999999999,0.22,0.93,0.94,1.68,1.85,0.56,0.23,0.78,0.73,0.95,1.37,0.6,1.18,1.92,3.21,1.31,0.8,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.03,1.6,0.002,0.002,0.006,0.015,0.046,0.3,10.7,2.43,0.031,0.0,0.0,0.0,0.161,0.011,0.029,0.0,0.0,0.01,0.294,0.011,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,1.24,0.0,0.0,0.0,0.038,0.065,0.005,0.027,0.194,0.0,0.094,0.0,0.0,0.074,0.009,0.059,3.4,18.0,9.25,0.006,0.1,0.049,0.0,0.021,0.008,0.0,0.0,0.0,0.004,0.001,0.0,0.0,0.483,0.005,0.076,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.003,0.023,0.0,0.0,0.0,1.06,0.055,0.0,0.022,0.0,0.088,0.004,0.01,0.0069999999999999,0.011,0.0,0.0,0.0,0.0,chicken
